Time,Setpoint,Measurement,Output,Error,DeltaOutput
10.940,10.000,10.102,8.700,-0.102,0.440
10.950,10.000,10.139,7.919,-0.139,-0.781
10.960,10.000,10.089,8.835,-0.089,0.916
10.970,10.000,10.132,7.862,-0.132,-0.973
10.980,10.000,10.153,8.058,-0.153,0.197
10.990,10.000,10.153,8.279,-0.153,0.220
11.000,10.000,10.138,8.425,-0.138,0.146
11.010,10.000,10.119,8.497,-0.119,0.072
11.020,10.000,10.150,7.957,-0.150,-0.540
11.030,10.000,10.168,8.068,-0.168,0.111
11.040,10.000,10.093,9.078,-0.093,1.011
11.050,10.000,10.146,7.743,-0.146,-1.336
11.060,10.000,10.105,8.718,-0.105,0.975
11.070,10.000,10.094,8.436,-0.094,-0.281
11.080,10.000,10.086,8.404,-0.086,-0.033
11.090,10.000,10.090,8.278,-0.090,-0.126
11.100,10.000,10.123,7.962,-0.123,-0.316
11.110,10.000,10.129,8.224,-0.129,0.262
11.120,10.000,10.148,8.071,-0.148,-0.153
11.130,10.000,10.091,8.896,-0.091,0.825
11.140,10.000,10.067,8.576,-0.067,-0.320
11.150,10.000,10.138,7.560,-0.138,-1.016
11.160,10.000,10.081,8.896,-0.081,1.336
11.170,10.000,10.137,7.713,-0.137,-1.183
11.180,10.000,10.099,8.682,-0.099,0.969
11.190,10.000,10.120,8.078,-0.120,-0.604
11.200,10.000,10.134,8.125,-0.134,0.047
11.210,10.000,10.149,8.101,-0.149,-0.023
11.220,10.000,10.112,8.659,-0.112,0.557
11.230,10.000,10.092,8.512,-0.092,-0.147
11.240,10.000,10.111,8.101,-0.111,-0.412
11.250,10.000,10.138,7.994,-0.138,-0.107
11.260,10.000,10.149,8.139,-0.149,0.145
11.270,10.000,10.118,8.578,-0.118,0.440
11.280,10.000,10.089,8.603,-0.089,0.025
11.290,10.000,10.128,7.873,-0.128,-0.730
11.300,10.000,10.098,8.598,-0.098,0.725
11.310,10.000,10.055,8.765,-0.055,0.167
11.320,10.000,10.076,8.108,-0.076,-0.657
11.330,10.000,10.078,8.293,-0.078,0.185
11.340,10.000,10.055,8.572,-0.055,0.278
11.350,10.000,10.101,7.825,-0.101,-0.747
11.360,10.000,10.050,8.847,-0.050,1.022
11.370,10.000,10.094,7.863,-0.094,-0.984
11.380,10.000,10.123,7.976,-0.123,0.113
11.390,10.000,10.065,8.897,-0.065,0.921
11.400,10.000,10.114,7.791,-0.114,-1.106
11.410,10.000,10.076,8.688,-0.076,0.897
11.420,10.000,10.132,7.698,-0.132,-0.990
11.430,10.000,10.093,8.678,-0.093,0.980
11.440,10.000,10.105,8.159,-0.105,-0.519
11.450,10.000,10.131,7.990,-0.131,-0.169
11.460,10.000,10.064,8.985,-0.064,0.995
11.470,10.000,10.127,7.634,-0.127,-1.351
11.480,10.000,10.102,8.520,-0.102,0.887
11.490,10.000,10.106,8.243,-0.106,-0.278
11.500,10.000,10.082,8.529,-0.082,0.286
11.510,10.000,10.080,8.321,-0.080,-0.208
11.520,10.000,10.099,8.090,-0.099,-0.231
11.530,10.000,10.040,8.930,-0.040,0.840
11.540,10.000,10.118,7.475,-0.118,-1.454
11.550,10.000,10.050,9.005,-0.050,1.530
11.560,10.000,10.125,7.500,-0.125,-1.505
11.570,10.000,10.108,8.433,-0.108,0.933
11.580,10.000,10.118,8.161,-0.118,-0.272
11.590,10.000,10.057,8.922,-0.057,0.762
11.600,10.000,10.087,7.984,-0.087,-0.938
11.610,10.000,10.067,8.506,-0.067,0.522
11.620,10.000,10.065,8.330,-0.065,-0.176
11.630,10.000,10.110,7.807,-0.110,-0.523
11.640,10.000,10.093,8.450,-0.093,0.642
11.650,10.000,10.067,8.556,-0.067,0.107
11.660,10.000,10.059,8.387,-0.059,-0.170
11.670,10.000,10.098,7.879,-0.098,-0.508
11.680,10.000,10.110,8.139,-0.110,0.260
11.690,10.000,10.032,9.114,-0.032,0.975
11.700,10.000,10.121,7.358,-0.121,-1.756
11.710,10.000,10.075,8.750,-0.075,1.392
11.720,10.000,10.067,8.381,-0.067,-0.369
11.730,10.000,10.105,7.877,-0.105,-0.504
11.740,10.000,10.028,9.107,-0.028,1.230
11.750,10.000,10.032,8.289,-0.032,-0.819
11.760,10.000,10.097,7.612,-0.097,-0.676
11.770,10.000,10.054,8.737,-0.054,1.125
11.780,10.000,10.115,7.639,-0.115,-1.098
11.790,10.000,10.057,8.885,-0.057,1.246
11.800,10.000,10.024,8.664,-0.024,-0.221
11.810,10.000,10.062,7.918,-0.062,-0.747
11.820,10.000,10.102,7.851,-0.102,-0.066
11.830,10.000,10.083,8.471,-0.083,0.620
11.840,10.000,10.062,8.500,-0.062,0.028
11.850,10.000,10.082,8.084,-0.082,-0.416
11.860,10.000,10.101,8.061,-0.101,-0.023
11.870,10.000,10.050,8.822,-0.050,0.761
11.880,10.000,10.059,8.198,-0.059,-0.624
11.890,10.000,10.089,7.972,-0.089,-0.226
11.900,10.000,10.077,8.390,-0.077,0.418
11.910,10.000,10.012,9.000,-0.012,0.611
11.920,10.000,10.028,8.160,-0.028,-0.841
11.930,10.000,10.015,8.471,-0.015,0.312
11.940,10.000,10.095,7.454,-0.095,-1.017
11.950,10.000,10.089,8.328,-0.089,0.874
11.960,10.000,10.051,8.681,-0.051,0.353
11.970,10.000,10.024,8.599,-0.024,-0.082
11.980,10.000,10.063,7.892,-0.063,-0.706
11.990,10.000,10.038,8.571,-0.038,0.678
12.000,10.000,10.033,8.359,-0.033,-0.212
12.010,10.000,10.056,8.070,-0.056,-0.289
12.020,10.000,10.091,7.902,-0.091,-0.168
12.030,10.000,10.073,8.463,-0.073,0.560
12.040,10.000,10.034,8.701,-0.034,0.239
12.050,10.000,10.099,7.595,-0.099,-1.106
12.060,10.000,10.079,8.474,-0.079,0.878
12.070,10.000,10.006,9.068,-0.006,0.594
12.080,10.000,10.035,8.019,-0.035,-1.049
12.090,10.000,10.076,7.864,-0.076,-0.155
12.100,10.000,10.046,8.599,-0.046,0.736
12.110,10.000,10.037,8.402,-0.037,-0.198
12.120,10.000,10.016,8.536,-0.016,0.135
12.130,10.000,10.034,8.137,-0.034,-0.399
12.140,10.000,10.005,8.625,-0.005,0.487
12.150,10.000,10.065,7.683,-0.065,-0.942
12.160,10.000,10.096,7.940,-0.096,0.258
12.170,10.000,10.087,8.339,-0.087,0.399
12.180,10.000,10.096,8.162,-0.096,-0.177
12.190,10.000,10.037,8.896,-0.037,0.734
12.200,10.000,10.065,7.997,-0.065,-0.899
12.210,10.000,10.062,8.303,-0.062,0.306
12.220,10.000,10.038,8.544,-0.038,0.240
12.230,10.000,10.077,7.876,-0.077,-0.668
12.240,10.000,10.062,8.428,-0.062,0.553
12.250,10.000,10.018,8.756,-0.018,0.327
12.260,10.000,10.057,7.890,-0.057,-0.866
12.270,10.000,10.005,8.861,-0.005,0.971
12.280,10.000,10.035,8.001,-0.035,-0.859
12.290,10.000,10.008,8.602,-0.008,0.601
12.300,10.000,10.037,8.013,-0.037,-0.589
12.310,10.000,10.057,8.083,-0.057,0.070
12.320,10.000,10.052,8.326,-0.052,0.242
12.330,10.000,10.017,8.674,-0.017,0.348
12.340,10.000,10.025,8.232,-0.025,-0.442
12.350,10.000,10.083,7.677,-0.083,-0.555
12.360,10.000,10.007,9.088,-0.007,1.411
12.370,10.000,10.002,8.388,-0.002,-0.700
12.380,10.000,10.087,7.396,-0.087,-0.992
12.390,10.000,10.034,8.825,-0.034,1.430
12.400,10.000,10.070,7.905,-0.070,-0.920
12.410,10.000,10.026,8.753,-0.026,0.848
12.420,10.000,10.071,7.812,-0.071,-0.941
12.430,10.000,10.080,8.164,-0.080,0.352
12.440,10.000,10.054,8.544,-0.054,0.380
12.450,10.000,10.070,8.094,-0.070,-0.450
12.460,10.000,10.039,8.604,-0.039,0.510
12.470,10.000,10.051,8.170,-0.051,-0.434
12.480,10.000,10.059,8.183,-0.059,0.014
12.490,10.000,10.037,8.513,-0.037,0.329
12.500,10.000,9.990,8.813,0.010,0.300
12.510,10.000,10.028,7.927,-0.028,-0.885
12.520,10.000,10.004,8.563,-0.004,0.636
12.530,10.000,10.034,8.003,-0.034,-0.561
12.540,10.000,10.004,8.622,-0.004,0.620
12.550,10.000,10.072,7.573,-0.072,-1.049
12.560,10.000,10.052,8.481,-0.052,0.908
12.570,10.000,10.062,8.165,-0.062,-0.316
12.580,10.000,10.078,8.091,-0.078,-0.074
12.590,10.000,9.988,9.239,0.012,1.149
12.600,10.000,10.078,7.351,-0.078,-1.888
12.610,10.000,10.017,8.926,-0.017,1.575
12.620,10.000,10.054,7.903,-0.054,-1.023
12.630,10.000,10.033,8.499,-0.033,0.596
12.640,10.000,10.044,8.180,-0.044,-0.319
12.650,10.000,9.982,8.957,0.018,0.777
12.660,10.000,10.027,7.857,-0.027,-1.100
12.670,10.000,10.061,7.918,-0.061,0.061
12.680,10.000,9.989,9.062,0.011,1.144
12.690,10.000,10.019,8.006,-0.019,-1.056
12.700,10.000,10.008,8.428,-0.008,0.422
12.710,10.000,10.072,7.616,-0.072,-0.812
12.720,10.000,10.052,8.476,-0.052,0.860
12.730,10.000,9.986,8.992,0.014,0.517
12.740,10.000,10.066,7.464,-0.066,-1.528
12.750,10.000,10.019,8.769,-0.019,1.305
12.760,10.000,10.071,7.731,-0.071,-1.038
12.770,10.000,10.014,8.885,-0.014,1.155
12.780,10.000,9.986,8.619,0.014,-0.266
12.790,10.000,10.047,7.664,-0.047,-0.955
12.800,10.000,10.068,8.043,-0.068,0.379
12.810,10.000,9.987,9.149,0.013,1.106
12.820,10.000,9.986,8.343,0.014,-0.805
12.830,10.000,9.991,8.290,0.009,-0.053
12.840,10.000,10.039,7.800,-0.039,-0.491
12.850,10.000,10.003,8.682,-0.003,0.882
12.860,10.000,9.976,8.616,0.024,-0.067
12.870,10.000,10.011,7.965,-0.011,-0.651
12.880,10.000,9.985,8.596,0.015,0.631
12.890,10.000,9.975,8.451,0.025,-0.145
12.900,10.000,10.020,7.848,-0.020,-0.603
12.910,10.000,9.978,8.764,0.022,0.916
12.920,10.000,10.014,7.956,-0.014,-0.808
12.930,10.000,9.990,8.572,0.010,0.616
12.940,10.000,10.034,7.842,-0.034,-0.730
12.950,10.000,9.974,8.957,0.026,1.115
12.960,10.000,9.996,8.107,0.004,-0.850
12.970,10.000,9.978,8.519,0.022,0.412
12.980,10.000,10.059,7.453,-0.059,-1.066
12.990,10.000,10.003,8.889,-0.003,1.436
13.000,10.000,10.016,8.175,-0.016,-0.714
13.010,10.000,9.986,8.636,0.014,0.461
13.020,10.000,10.000,8.187,0.000,-0.449
13.030,10.000,9.993,8.398,0.007,0.211
13.040,10.000,9.998,8.271,0.002,-0.127
13.050,10.000,9.985,8.467,0.015,0.196
13.060,10.000,10.039,7.745,-0.039,-0.722
13.070,10.000,9.990,8.821,0.010,1.076
13.080,10.000,10.027,7.930,-0.027,-0.892
13.090,10.000,10.046,8.083,-0.046,0.153
13.100,10.000,10.059,8.134,-0.059,0.051
13.110,10.000,10.017,8.727,-0.017,0.592
13.120,10.000,10.062,7.813,-0.062,-0.914
13.130,10.000,9.967,9.296,0.033,1.484
13.140,10.000,10.036,7.594,-0.036,-1.703
13.150,10.000,10.023,8.431,-0.023,0.837
13.160,10.000,10.000,8.555,0.000,0.124
13.170,10.000,10.036,7.927,-0.036,-0.628
13.180,10.000,10.057,8.044,-0.057,0.117
13.190,10.000,10.008,8.803,-0.008,0.759
13.200,10.000,10.034,8.030,-0.034,-0.773
13.210,10.000,10.001,8.644,-0.001,0.615
13.220,10.000,10.017,8.146,-0.017,-0.498
13.230,10.000,9.972,8.803,0.028,0.657
13.240,10.000,10.022,7.792,-0.022,-1.011
13.250,10.000,9.976,8.805,0.024,1.013
13.260,10.000,9.977,8.335,0.023,-0.470
13.270,10.000,10.043,7.615,-0.043,-0.720
13.280,10.000,9.980,8.971,0.020,1.356
13.290,10.000,10.062,7.439,-0.062,-1.532
13.300,10.000,9.971,9.255,0.029,1.816
13.310,10.000,10.028,7.724,-0.028,-1.531
13.320,10.000,9.973,8.891,0.027,1.167
13.330,10.000,10.003,8.016,-0.003,-0.875
13.340,10.000,10.047,7.838,-0.047,-0.178
13.350,10.000,9.998,8.808,0.002,0.970
13.360,10.000,10.015,8.133,-0.015,-0.675
13.370,10.000,10.013,8.333,-0.013,0.200
13.380,10.000,10.022,8.206,-0.022,-0.127
13.390,10.000,9.969,8.877,0.031,0.671
13.400,10.000,9.993,8.090,0.007,-0.788
13.410,10.000,10.015,8.083,-0.015,-0.007
13.420,10.000,10.020,8.242,-0.020,0.159
13.430,10.000,9.983,8.714,0.017,0.471
13.440,10.000,10.018,7.953,-0.018,-0.761
13.450,10.000,9.986,8.651,0.014,0.698
13.460,10.000,10.042,7.717,-0.042,-0.933
13.470,10.000,10.047,8.222,-0.047,0.504
13.480,10.000,10.051,8.222,-0.051,0.000
13.490,10.000,10.029,8.510,-0.029,0.288
13.500,10.000,9.992,8.701,0.008,0.191
13.510,10.000,10.022,7.994,-0.022,-0.708
13.520,10.000,9.968,8.893,0.032,0.899
13.530,10.000,10.046,7.485,-0.046,-1.408
13.540,10.000,10.025,8.506,-0.025,1.021
13.550,10.000,10.021,8.329,-0.021,-0.178
13.560,10.000,10.054,7.938,-0.054,-0.391
13.570,10.000,10.033,8.489,-0.033,0.551
13.580,10.000,9.996,8.692,0.004,0.203
13.590,10.000,9.972,8.585,0.028,-0.107
13.600,10.000,10.034,7.669,-0.034,-0.916
13.610,10.000,10.006,8.583,-0.006,0.914
13.620,10.000,10.033,8.018,-0.033,-0.566
13.630,10.000,10.040,8.203,-0.040,0.185
13.640,10.000,10.043,8.246,-0.043,0.043
13.650,10.000,10.013,8.602,-0.013,0.356
13.660,10.000,9.978,8.685,0.022,0.083
13.670,10.000,9.998,8.119,0.002,-0.567
13.680,10.000,9.966,8.672,0.034,0.553
13.690,10.000,10.040,7.527,-0.040,-1.144
13.700,10.000,10.001,8.704,-0.001,1.177
13.710,10.000,9.993,8.404,0.007,-0.300
13.720,10.000,9.990,8.358,0.010,-0.046
13.730,10.000,9.963,8.621,0.037,0.263
13.740,10.000,10.017,7.756,-0.017,-0.864
13.750,10.000,10.043,8.017,-0.043,0.261
13.760,10.000,9.985,8.913,0.015,0.896
13.770,10.000,9.995,8.220,0.005,-0.693
13.780,10.000,10.032,7.913,-0.032,-0.307
13.790,10.000,9.978,8.874,0.022,0.961
13.800,10.000,9.967,8.465,0.033,-0.409
13.810,10.000,9.967,8.350,0.033,-0.116
13.820,10.000,10.044,7.503,-0.044,-0.847
13.830,10.000,9.971,9.065,0.029,1.562
13.840,10.000,10.050,7.476,-0.050,-1.589
13.850,10.000,10.006,8.755,-0.006,1.279
13.860,10.000,10.037,7.966,-0.037,-0.789
13.870,10.000,10.042,8.224,-0.042,0.258
13.880,10.000,9.984,8.913,0.016,0.688
13.890,10.000,9.978,8.396,0.022,-0.516
13.900,10.000,9.959,8.544,0.041,0.147
13.910,10.000,9.963,8.316,0.037,-0.227
13.920,10.000,10.030,7.613,-0.030,-0.703
13.930,10.000,10.032,8.267,-0.032,0.654
13.940,10.000,10.043,8.160,-0.043,-0.107
13.950,10.000,10.013,8.605,-0.013,0.445
13.960,10.000,9.991,8.542,0.009,-0.062
13.970,10.000,9.967,8.583,0.033,0.041
13.980,10.000,9.957,8.457,0.043,-0.126
13.990,10.000,10.004,7.847,-0.004,-0.610
14.000,10.000,10.049,7.815,-0.049,-0.032
14.010,10.000,10.000,8.801,-0.000,0.986
14.020,10.000,10.038,7.895,-0.038,-0.906
14.030,10.000,9.980,8.917,0.020,1.022
14.040,10.000,10.011,7.993,-0.011,-0.924
14.050,10.000,9.997,8.460,0.003,0.467
14.060,10.000,9.971,8.602,0.029,0.142
14.070,10.000,10.044,7.542,-0.044,-1.060
14.080,10.000,10.034,8.384,-0.034,0.841
14.090,10.000,10.045,8.154,-0.045,-0.230
14.100,10.000,9.964,9.160,0.036,1.006
14.110,10.000,10.049,7.419,-0.049,-1.741
14.120,10.000,9.954,9.311,0.046,1.892
14.130,10.000,9.957,8.329,0.043,-0.982
14.140,10.000,9.969,8.220,0.031,-0.109
14.150,10.000,9.953,8.519,0.047,0.299
14.160,10.000,10.012,7.716,-0.012,-0.804
14.170,10.000,9.950,8.990,0.050,1.275
14.180,10.000,10.046,7.310,-0.046,-1.681
14.190,10.000,10.040,8.335,-0.040,1.025
14.200,10.000,9.972,9.025,0.028,0.689
14.210,10.000,10.049,7.495,-0.049,-1.529
14.220,10.000,9.946,9.394,0.054,1.898
14.230,10.000,10.052,7.207,-0.052,-2.187
14.240,10.000,10.024,8.569,-0.024,1.362
14.250,10.000,10.039,8.119,-0.039,-0.451
14.260,10.000,10.008,8.619,-0.008,0.500
14.270,10.000,9.965,8.777,0.035,0.158
14.280,10.000,9.958,8.436,0.042,-0.341
14.290,10.000,10.017,7.706,-0.017,-0.730
14.300,10.000,10.014,8.326,-0.014,0.620
14.310,10.000,9.952,8.989,0.048,0.663
14.320,10.000,9.969,8.177,0.031,-0.813
14.330,10.000,10.004,7.955,-0.004,-0.221
14.340,10.000,9.984,8.536,0.016,0.581
14.350,10.000,10.026,7.871,-0.026,-0.665
14.360,10.000,9.947,9.152,0.053,1.281
14.370,10.000,10.007,7.706,-0.007,-1.446
14.380,10.000,10.015,8.219,-0.015,0.513
14.390,10.000,10.034,8.100,-0.034,-0.119
14.400,10.000,9.999,8.666,0.001,0.566
14.410,10.000,10.033,7.943,-0.033,-0.723
14.420,10.000,10.029,8.325,-0.029,0.382
14.430,10.000,10.006,8.540,-0.006,0.215
14.440,10.000,10.036,7.977,-0.036,-0.563
14.450,10.000,9.945,9.281,0.055,1.304
14.460,10.000,10.012,7.627,-0.012,-1.654
14.470,10.000,9.995,8.497,0.005,0.870
14.480,10.000,9.948,8.835,0.052,0.338
14.490,10.000,10.005,7.742,-0.005,-1.093
14.500,10.000,9.988,8.496,0.012,0.754
14.510,10.000,9.973,8.491,0.027,-0.005
14.520,10.000,10.001,8.037,-0.001,-0.454
14.530,10.000,9.988,8.453,0.012,0.415
14.540,10.000,9.972,8.503,0.028,0.050
14.550,10.000,9.979,8.270,0.021,-0.233
14.560,10.000,9.982,8.304,0.018,0.034
14.570,10.000,10.035,7.749,-0.035,-0.554
14.580,10.000,9.993,8.747,0.007,0.998
14.590,10.000,9.988,8.374,0.012,-0.372
14.600,10.000,10.000,8.194,-0.000,-0.180
14.610,10.000,9.962,8.739,0.038,0.546
14.620,10.000,9.994,7.994,0.006,-0.745
14.630,10.000,10.017,8.069,-0.017,0.075
14.640,10.000,10.015,8.328,-0.015,0.259
14.650,10.000,10.027,8.168,-0.027,-0.161
14.660,10.000,9.991,8.678,0.009,0.510
14.670,10.000,10.017,8.046,-0.017,-0.632
14.680,10.000,9.983,8.676,0.017,0.631
14.690,10.000,9.962,8.559,0.038,-0.118
14.700,10.000,10.005,7.876,-0.005,-0.682
14.710,10.000,10.037,7.968,-0.037,0.091
14.720,10.000,9.944,9.300,0.056,1.333
14.730,10.000,9.990,7.863,0.010,-1.437
14.740,10.000,9.998,8.239,0.002,0.376
14.750,10.000,10.036,7.903,-0.036,-0.336
14.760,10.000,9.985,8.842,0.015,0.939
14.770,10.000,9.960,8.599,0.040,-0.243
14.780,10.000,9.987,8.065,0.013,-0.534
14.790,10.000,9.989,8.306,0.011,0.241
14.800,10.000,10.015,8.038,-0.015,-0.268
14.810,10.000,10.025,8.194,-0.025,0.156
14.820,10.000,10.012,8.434,-0.012,0.240
14.830,10.000,9.966,8.812,0.034,0.378
14.840,10.000,9.970,8.311,0.030,-0.501
14.850,10.000,10.041,7.565,-0.041,-0.746
14.860,10.000,9.995,8.779,0.005,1.213
14.870,10.000,10.002,8.246,-0.002,-0.533
14.880,10.000,10.026,8.050,-0.026,-0.195
14.890,10.000,9.944,9.189,0.056,1.139
14.900,10.000,10.046,7.248,-0.046,-1.941
14.910,10.000,9.976,9.041,0.024,1.793
14.920,10.000,9.963,8.488,0.037,-0.553
14.930,10.000,9.991,8.043,0.009,-0.444
14.940,10.000,9.951,8.770,0.049,0.726
14.950,10.000,10.035,7.444,-0.035,-1.326
14.960,10.000,9.969,9.007,0.031,1.563
14.970,10.000,10.000,8.006,0.000,-1.001
14.980,10.000,10.002,8.290,-0.002,0.284
14.990,10.000,10.009,8.242,-0.009,-0.048
15.000,10.000,10.013,8.265,-0.013,0.023
15.010,10.000,9.959,8.898,0.041,0.633
15.020,10.000,10.003,7.873,-0.003,-1.024
15.030,10.000,10.014,8.192,-0.014,0.319
15.040,10.000,10.000,8.456,-0.000,0.264
15.050,10.000,9.953,8.843,0.047,0.387
15.060,10.000,10.008,7.758,-0.008,-1.085
15.070,10.000,10.043,7.925,-0.043,0.167
15.080,10.000,9.964,9.137,0.036,1.212
15.090,10.000,9.946,8.554,0.054,-0.583
15.100,10.000,9.990,7.894,0.010,-0.660
15.110,10.000,10.037,7.801,-0.037,-0.092
15.120,10.000,10.023,8.442,-0.023,0.641
15.130,10.000,9.953,9.058,0.047,0.615
15.140,10.000,9.962,8.276,0.038,-0.782
15.150,10.000,9.950,8.480,0.050,0.204
15.160,10.000,9.952,8.346,0.048,-0.134
15.170,10.000,10.015,7.677,-0.015,-0.669
15.180,10.000,10.005,8.420,-0.005,0.743
15.190,10.000,10.031,8.025,-0.031,-0.395
15.200,10.000,10.012,8.499,-0.012,0.473
15.210,10.000,10.003,8.401,-0.003,-0.097
15.220,10.000,9.966,8.727,0.034,0.326
15.230,10.000,10.033,7.612,-0.033,-1.116
15.240,10.000,9.946,9.239,0.054,1.627
15.250,10.000,9.975,8.054,0.025,-1.185
15.260,10.000,10.020,7.854,-0.020,-0.200
15.270,10.000,9.974,8.803,0.026,0.948
15.280,10.000,10.028,7.758,-0.028,-1.045
15.290,10.000,9.975,8.873,0.025,1.116
15.300,10.000,10.042,7.605,-0.042,-1.268
15.310,10.000,9.993,8.820,0.007,1.215
15.320,10.000,9.993,8.326,0.007,-0.494
15.330,10.000,9.997,8.276,0.003,-0.051
15.340,10.000,9.966,8.669,0.034,0.393
15.350,10.000,9.952,8.508,0.048,-0.161
15.360,10.000,10.009,7.740,-0.009,-0.768
15.370,10.000,10.026,8.120,-0.026,0.380
15.380,10.000,9.947,9.161,0.053,1.042
15.390,10.000,10.032,7.436,-0.032,-1.725
15.400,10.000,10.025,8.370,-0.025,0.934
15.410,10.000,9.990,8.682,0.010,0.312
15.420,10.000,10.022,7.969,-0.022,-0.713
15.430,10.000,10.006,8.472,-0.006,0.502
15.440,10.000,10.002,8.363,-0.002,-0.108
15.450,10.000,10.036,7.937,-0.036,-0.427
15.460,10.000,10.010,8.578,-0.010,0.641
15.470,10.000,10.007,8.340,-0.007,-0.238
15.480,10.000,10.004,8.345,-0.004,0.005
15.490,10.000,9.973,8.657,0.027,0.313
15.500,10.000,9.996,8.089,0.004,-0.568
15.510,10.000,9.974,8.563,0.026,0.474
15.520,10.000,10.035,7.678,-0.035,-0.885
15.530,10.000,10.014,8.508,-0.014,0.830
15.540,10.000,9.960,8.902,0.040,0.394
15.550,10.000,10.040,7.475,-0.040,-1.427
15.560,10.000,9.942,9.358,0.058,1.882
15.570,10.000,10.039,7.311,-0.039,-2.047
15.580,10.000,9.967,9.074,0.033,1.763
15.590,10.000,10.029,7.669,-0.029,-1.405
15.600,10.000,9.966,8.979,0.034,1.311
15.610,10.000,9.968,8.333,0.032,-0.646
15.620,10.000,9.981,8.213,0.019,-0.121
15.630,10.000,10.018,7.925,-0.018,-0.288
15.640,10.000,10.019,8.300,-0.019,0.375
15.650,10.000,10.000,8.507,0.000,0.207
15.660,10.000,10.023,8.062,-0.023,-0.445
15.670,10.000,9.980,8.770,0.020,0.707
15.680,10.000,9.985,8.285,0.015,-0.485
15.690,10.000,10.029,7.846,-0.029,-0.439
15.700,10.000,9.965,8.997,0.035,1.151
15.710,10.000,9.969,8.309,0.031,-0.688
15.720,10.000,9.978,8.251,0.022,-0.058
15.730,10.000,9.947,8.685,0.053,0.434
15.740,10.000,10.036,7.399,-0.036,-1.286
15.750,10.000,10.034,8.305,-0.034,0.906
15.760,10.000,10.037,8.247,-0.037,-0.058
15.770,10.000,9.999,8.707,0.001,0.460
15.780,10.000,10.001,8.302,-0.001,-0.405
15.790,10.000,10.001,8.314,-0.001,0.012
15.800,10.000,10.032,7.982,-0.032,-0.332
15.810,10.000,9.950,9.182,0.050,1.200
15.820,10.000,10.036,7.431,-0.036,-1.751
15.830,10.000,10.020,8.455,-0.020,1.024
15.840,10.000,10.025,8.243,-0.025,-0.212
15.850,10.000,9.949,9.128,0.051,0.885
15.860,10.000,10.021,7.583,-0.021,-1.544
15.870,10.000,10.028,8.222,-0.028,0.639
15.880,10.000,9.943,9.229,0.057,1.006
15.890,10.000,9.949,8.311,0.051,-0.918
15.900,10.000,10.017,7.614,-0.017,-0.697
15.910,10.000,9.970,8.826,0.030,1.212
15.920,10.000,9.971,8.334,0.029,-0.492
15.930,10.000,9.953,8.552,0.047,0.218
15.940,10.000,9.949,8.408,0.051,-0.144
15.950,10.000,9.951,8.356,0.049,-0.052
15.960,10.000,10.014,7.677,-0.014,-0.680
15.970,10.000,10.027,8.160,-0.027,0.483
15.980,10.000,9.986,8.750,0.014,0.591
15.990,10.000,9.953,8.690,0.047,-0.060
16.000,10.000,10.018,7.662,-0.018,-1.028
16.010,10.000,10.012,8.368,-0.012,0.706
16.020,10.000,9.977,8.688,0.023,0.320
16.030,10.000,9.951,8.638,0.049,-0.050
16.040,10.000,10.020,7.609,-0.020,-1.029
16.050,10.000,9.967,8.880,0.033,1.271
16.060,10.000,9.946,8.595,0.054,-0.285
16.070,10.000,10.018,7.578,-0.018,-1.017
16.080,10.000,10.027,8.203,-0.027,0.626
16.090,10.000,10.001,8.586,-0.001,0.383
16.100,10.000,9.974,8.617,0.026,0.030
16.110,10.000,10.020,7.842,-0.020,-0.775
16.120,10.000,10.012,8.389,-0.012,0.547
16.130,10.000,9.964,8.837,0.036,0.448
16.140,10.000,10.001,7.949,-0.001,-0.888
16.150,10.000,9.999,8.353,0.001,0.404
16.160,10.000,9.975,8.581,0.025,0.228
16.170,10.000,9.977,8.322,0.023,-0.259
16.180,10.000,9.988,8.228,0.012,-0.094
16.190,10.000,9.979,8.430,0.021,0.202
16.200,10.000,9.981,8.321,0.019,-0.109
16.210,10.000,9.961,8.566,0.039,0.245
16.220,10.000,10.011,7.812,-0.011,-0.754
16.230,10.000,10.008,8.347,-0.008,0.535
16.240,10.000,9.969,8.741,0.031,0.394
16.250,10.000,10.015,7.847,-0.015,-0.895
16.260,10.000,10.013,8.330,-0.013,0.483
16.270,10.000,10.037,8.044,-0.037,-0.286
16.280,10.000,9.997,8.734,0.003,0.689
16.290,10.000,9.960,8.735,0.040,0.002
16.300,10.000,9.951,8.455,0.049,-0.281
16.310,10.000,9.975,8.112,0.025,-0.343
16.320,10.000,10.032,7.719,-0.032,-0.393
16.330,10.000,9.983,8.830,0.017,1.111
16.340,10.000,9.980,8.372,0.020,-0.458
16.350,10.000,10.007,8.055,-0.007,-0.317
16.360,10.000,10.011,8.264,-0.011,0.209
16.370,10.000,9.980,8.658,0.020,0.394
16.380,10.000,9.979,8.356,0.021,-0.303
16.390,10.000,9.999,8.122,0.001,-0.233
16.400,10.000,10.041,7.863,-0.041,-0.259
16.410,10.000,10.007,8.659,-0.007,0.796
16.420,10.000,9.973,8.687,0.027,0.028
16.430,10.000,10.014,7.906,-0.014,-0.780
16.440,10.000,10.031,8.114,-0.031,0.208
16.450,10.000,10.029,8.322,-0.029,0.208
16.460,10.000,9.966,8.982,0.034,0.660
16.470,10.000,9.967,8.350,0.033,-0.632
16.480,10.000,9.966,8.363,0.034,0.014
