Time,Setpoint,Measurement,Output,Error,DeltaOutput
16.490,10.000,10.015,7.825,-0.015,-0.539
16.500,10.000,10.000,8.467,-0.000,0.642
16.510,10.000,10.002,8.306,-0.002,-0.161
16.520,10.000,10.030,8.016,-0.030,-0.290
16.530,10.000,9.965,9.005,0.035,0.988
16.540,10.000,9.970,8.307,0.030,-0.697
16.550,10.000,9.959,8.476,0.041,0.169
16.560,10.000,10.041,7.465,-0.041,-1.011
16.570,10.000,10.037,8.324,-0.037,0.858
16.580,10.000,9.950,9.243,0.050,0.919
16.590,10.000,9.998,7.853,0.002,-1.390
16.600,10.000,9.957,8.778,0.043,0.925
16.610,10.000,9.962,8.312,0.038,-0.466
16.620,10.000,10.026,7.651,-0.026,-0.660
16.630,10.000,9.943,9.219,0.057,1.568
16.640,10.000,10.005,7.695,-0.005,-1.524
16.650,10.000,9.960,8.814,0.040,1.119
16.660,10.000,10.010,7.823,-0.010,-0.991
16.670,10.000,9.970,8.750,0.030,0.927
16.680,10.000,10.001,8.021,-0.001,-0.729
16.690,10.000,10.042,7.869,-0.042,-0.152
16.700,10.000,10.023,8.493,-0.023,0.624
16.710,10.000,9.995,8.609,0.005,0.117
16.720,10.000,10.009,8.181,-0.009,-0.429
16.730,10.000,9.956,8.897,0.044,0.717
16.740,10.000,9.969,8.230,0.031,-0.667
16.750,10.000,10.000,8.010,-0.000,-0.220
16.760,10.000,9.945,8.934,0.055,0.924
16.770,10.000,9.995,7.826,0.005,-1.108
16.780,10.000,10.021,8.046,-0.021,0.219
16.790,10.000,9.966,8.918,0.034,0.873
16.800,10.000,9.964,8.376,0.036,-0.542
16.810,10.000,9.982,8.166,0.018,-0.210
16.820,10.000,10.028,7.842,-0.028,-0.324
16.830,10.000,9.948,9.179,0.052,1.337
16.840,10.000,10.008,7.719,-0.008,-1.460
16.850,10.000,9.951,8.939,0.049,1.220
16.860,10.000,9.967,8.203,0.033,-0.736
16.870,10.000,10.002,7.974,-0.002,-0.229
16.880,10.000,9.949,8.912,0.051,0.937
16.890,10.000,9.978,8.064,0.022,-0.848
16.900,10.000,9.954,8.613,0.046,0.550
16.910,10.000,9.966,8.238,0.034,-0.375
16.920,10.000,9.993,8.065,0.007,-0.174
16.930,10.000,10.034,7.885,-0.034,-0.180
16.940,10.000,9.963,9.081,0.037,1.197
16.950,10.000,9.952,8.484,0.048,-0.597
16.960,10.000,9.955,8.351,0.045,-0.133
16.970,10.000,10.032,7.521,-0.032,-0.830
16.980,10.000,9.976,8.918,0.024,1.397
16.990,10.000,10.009,7.992,-0.009,-0.927
17.000,10.000,10.027,8.114,-0.027,0.122
17.010,10.000,9.958,9.063,0.042,0.949
17.020,10.000,9.963,8.318,0.037,-0.745
17.030,10.000,9.996,8.008,0.004,-0.310
17.040,10.000,9.974,8.573,0.026,0.565
17.050,10.000,9.985,8.233,0.015,-0.340
17.060,10.000,9.949,8.739,0.051,0.505
17.070,10.000,9.979,8.059,0.021,-0.679
17.080,10.000,10.034,7.748,-0.034,-0.312
17.090,10.000,10.024,8.404,-0.024,0.656
17.100,10.000,9.997,8.601,0.003,0.198
17.110,10.000,9.950,8.848,0.050,0.247
17.120,10.000,9.965,8.221,0.035,-0.627
17.130,10.000,9.984,8.160,0.016,-0.061
17.140,10.000,9.957,8.639,0.043,0.479
17.150,10.000,10.025,7.624,-0.025,-1.014
17.160,10.000,9.988,8.718,0.012,1.094
17.170,10.000,9.977,8.465,0.023,-0.253
17.180,10.000,9.980,8.322,0.020,-0.143
17.190,10.000,9.995,8.181,0.005,-0.141
17.200,10.000,10.006,8.216,-0.006,0.035
17.210,10.000,9.986,8.554,0.014,0.338
17.220,10.000,10.013,8.042,-0.013,-0.513
17.230,10.000,9.951,9.004,0.049,0.962
17.240,10.000,9.977,8.090,0.023,-0.914
17.250,10.000,10.034,7.738,-0.034,-0.352
17.260,10.000,9.954,9.171,0.046,1.433
17.270,10.000,9.983,8.059,0.017,-1.112
17.280,10.000,10.017,7.982,-0.017,-0.077
17.290,10.000,9.987,8.639,0.013,0.657
17.300,10.000,10.042,7.738,-0.042,-0.902
17.310,10.000,9.995,8.815,0.005,1.077
17.320,10.000,10.002,8.253,-0.002,-0.562
17.330,10.000,9.956,8.843,0.044,0.591
17.340,10.000,10.047,7.369,-0.047,-1.475
17.350,10.000,10.027,8.513,-0.027,1.144
17.360,10.000,9.991,8.694,0.009,0.181
17.370,10.000,10.047,7.729,-0.047,-0.965
17.380,10.000,9.955,9.294,0.045,1.565
17.390,10.000,9.981,8.092,0.019,-1.202
17.400,10.000,10.027,7.848,-0.027,-0.244
17.410,10.000,10.008,8.506,-0.008,0.658
17.420,10.000,9.981,8.623,0.019,0.117
17.430,10.000,10.042,7.687,-0.042,-0.936
17.440,10.000,10.042,8.287,-0.042,0.601
17.450,10.000,9.988,8.882,0.012,0.595
17.460,10.000,10.016,8.033,-0.016,-0.850
17.470,10.000,9.985,8.656,0.015,0.623
17.480,10.000,10.020,7.962,-0.020,-0.694
17.490,10.000,10.045,8.037,-0.045,0.075
17.500,10.000,10.030,8.454,-0.030,0.417
17.510,10.000,9.975,8.900,0.025,0.446
17.520,10.000,9.986,8.241,0.014,-0.659
17.530,10.000,9.998,8.210,0.002,-0.031
17.540,10.000,9.982,8.514,0.018,0.304
17.550,10.000,10.012,8.013,-0.012,-0.501
17.560,10.000,9.981,8.666,0.019,0.653
17.570,10.000,9.991,8.234,0.009,-0.432
17.580,10.000,10.044,7.758,-0.044,-0.476
17.590,10.000,9.946,9.366,0.054,1.608
17.600,10.000,10.034,7.423,-0.034,-1.944
17.610,10.000,10.035,8.282,-0.035,0.860
17.620,10.000,9.996,8.726,0.004,0.443
17.630,10.000,9.984,8.462,0.016,-0.264
17.640,10.000,10.046,7.671,-0.046,-0.791
17.650,10.000,9.991,8.881,0.009,1.211
17.660,10.000,9.966,8.621,0.034,-0.261
17.670,10.000,9.992,8.080,0.008,-0.541
17.680,10.000,9.993,8.321,0.007,0.242
17.690,10.000,9.976,8.526,0.024,0.204
17.700,10.000,10.022,7.855,-0.022,-0.671
17.710,10.000,9.969,8.888,0.031,1.033
17.720,10.000,10.040,7.581,-0.040,-1.306
17.730,10.000,9.952,9.264,0.048,1.683
17.740,10.000,9.966,8.220,0.034,-1.044
17.750,10.000,10.037,7.584,-0.037,-0.636
17.760,10.000,9.995,8.757,0.005,1.173
17.770,10.000,10.032,7.935,-0.032,-0.822
17.780,10.000,9.972,8.958,0.028,1.022
17.790,10.000,9.971,8.369,0.029,-0.589
17.800,10.000,10.032,7.688,-0.032,-0.682
17.810,10.000,9.957,9.123,0.043,1.435
17.820,10.000,10.002,7.880,-0.002,-1.243
17.830,10.000,9.967,8.712,0.033,0.832
17.840,10.000,10.012,7.879,-0.012,-0.833
17.850,10.000,10.033,8.080,-0.033,0.201
17.860,10.000,10.029,8.342,-0.029,0.262
17.870,10.000,10.042,8.167,-0.042,-0.176
17.880,10.000,9.974,9.036,0.026,0.869
17.890,10.000,10.029,7.750,-0.029,-1.286
17.900,10.000,10.043,8.147,-0.043,0.397
17.910,10.000,9.956,9.242,0.044,1.095
17.920,10.000,10.019,7.679,-0.019,-1.563
17.930,10.000,9.994,8.588,0.006,0.909
17.940,10.000,9.996,8.315,0.004,-0.274
17.950,10.000,10.015,8.133,-0.015,-0.181
17.960,10.000,10.042,8.016,-0.042,-0.118
17.970,10.000,10.012,8.622,-0.012,0.607
17.980,10.000,9.956,8.931,0.044,0.309
17.990,10.000,9.991,7.987,0.009,-0.944
18.000,10.000,10.044,7.762,-0.044,-0.225
18.010,10.000,10.027,8.469,-0.027,0.706
18.020,10.000,10.010,8.493,-0.010,0.024
18.030,10.000,10.033,8.065,-0.033,-0.427
18.040,10.000,10.034,8.282,-0.034,0.217
18.050,10.000,10.025,8.399,-0.025,0.117
18.060,10.000,10.019,8.367,-0.019,-0.032
18.070,10.000,9.985,8.689,0.015,0.322
18.080,10.000,10.012,8.049,-0.012,-0.640
18.090,10.000,9.946,9.036,0.054,0.987
18.100,10.000,10.011,7.669,-0.011,-1.367
18.110,10.000,9.993,8.520,0.007,0.851
18.120,10.000,9.959,8.705,0.041,0.184
18.130,10.000,9.963,8.336,0.037,-0.368
18.140,10.000,10.016,7.778,-0.016,-0.559
18.150,10.000,10.020,8.270,-0.020,0.493
18.160,10.000,9.945,9.135,0.055,0.864
18.170,10.000,10.001,7.770,-0.001,-1.364
18.180,10.000,10.017,8.152,-0.017,0.382
18.190,10.000,9.975,8.781,0.025,0.629
18.200,10.000,9.979,8.304,0.021,-0.477
18.210,10.000,10.016,7.946,-0.016,-0.358
18.220,10.000,9.987,8.638,0.013,0.692
18.230,10.000,9.948,8.767,0.052,0.128
18.240,10.000,9.967,8.181,0.033,-0.586
18.250,10.000,10.039,7.568,-0.039,-0.613
18.260,10.000,10.013,8.583,-0.013,1.015
18.270,10.000,9.958,8.915,0.042,0.333
18.280,10.000,10.007,7.840,-0.007,-1.075
18.290,10.000,10.025,8.128,-0.025,0.288
18.300,10.000,9.999,8.585,0.001,0.457
18.310,10.000,10.000,8.321,-0.000,-0.264
18.320,10.000,10.008,8.248,-0.008,-0.073
18.330,10.000,9.965,8.793,0.035,0.546
18.340,10.000,9.990,8.098,0.010,-0.695
18.350,10.000,9.999,8.242,0.001,0.144
18.360,10.000,10.047,7.803,-0.047,-0.438
18.370,10.000,9.959,9.249,0.041,1.446
18.380,10.000,10.040,7.477,-0.040,-1.772
18.390,10.000,10.009,8.640,-0.009,1.163
18.400,10.000,9.962,8.831,0.038,0.191
18.410,10.000,10.002,7.934,-0.002,-0.897
18.420,10.000,9.958,8.807,0.042,0.873
18.430,10.000,9.979,8.151,0.021,-0.656
18.440,10.000,10.015,7.953,-0.015,-0.198
18.450,10.000,10.025,8.203,-0.025,0.250
18.460,10.000,9.949,9.144,0.051,0.941
18.470,10.000,10.017,7.638,-0.017,-1.506
18.480,10.000,9.976,8.761,0.024,1.123
18.490,10.000,10.023,7.842,-0.023,-0.919
18.500,10.000,10.041,8.106,-0.041,0.264
18.510,10.000,10.006,8.683,-0.006,0.577
18.520,10.000,9.989,8.510,0.011,-0.172
18.530,10.000,9.984,8.394,0.016,-0.116
18.540,10.000,10.010,8.064,-0.010,-0.331
18.550,10.000,10.005,8.374,-0.005,0.310
18.560,10.000,9.973,8.681,0.027,0.307
18.570,10.000,9.979,8.297,0.021,-0.384
18.580,10.000,10.019,7.904,-0.019,-0.393
18.590,10.000,10.029,8.203,-0.029,0.300
18.600,10.000,9.953,9.144,0.047,0.940
18.610,10.000,9.975,8.139,0.025,-1.005
18.620,10.000,9.985,8.240,0.015,0.101
18.630,10.000,10.017,8.002,-0.017,-0.238
18.640,10.000,9.989,8.615,0.011,0.613
18.650,10.000,10.025,7.955,-0.025,-0.660
18.660,10.000,9.965,8.966,0.035,1.010
18.670,10.000,9.992,8.068,0.008,-0.897
18.680,10.000,10.039,7.819,-0.039,-0.249
18.690,10.000,9.954,9.226,0.046,1.407
18.700,10.000,9.957,8.355,0.043,-0.871
18.710,10.000,9.958,8.366,0.042,0.010
18.720,10.000,10.012,7.771,-0.012,-0.595
18.730,10.000,9.965,8.845,0.035,1.075
18.740,10.000,9.986,8.134,0.014,-0.711
18.750,10.000,9.977,8.447,0.023,0.312
18.760,10.000,10.046,7.598,-0.046,-0.849
18.770,10.000,9.984,8.965,0.016,1.367
18.780,10.000,10.043,7.702,-0.043,-1.263
18.790,10.000,9.971,9.081,0.029,1.379
18.800,10.000,9.963,8.457,0.037,-0.624
18.810,10.000,10.040,7.523,-0.040,-0.934
18.820,10.000,10.032,8.374,-0.032,0.851
18.830,10.000,10.001,8.650,-0.001,0.276
18.840,10.000,9.973,8.636,0.027,-0.014
18.850,10.000,9.998,8.088,0.002,-0.548
18.860,10.000,9.961,8.739,0.039,0.651
18.870,10.000,10.002,7.927,-0.002,-0.812
18.880,10.000,10.026,8.067,-0.026,0.141
18.890,10.000,10.030,8.260,-0.030,0.192
18.900,10.000,9.980,8.852,0.020,0.593
18.910,10.000,10.034,7.760,-0.034,-1.092
18.920,10.000,9.953,9.186,0.047,1.426
18.930,10.000,10.021,7.637,-0.021,-1.549
18.940,10.000,9.999,8.549,0.001,0.912
18.950,10.000,9.998,8.346,0.002,-0.203
18.960,10.000,9.994,8.380,0.006,0.034
18.970,10.000,10.019,8.060,-0.019,-0.320
18.980,10.000,10.039,8.101,-0.039,0.041
18.990,10.000,9.982,8.916,0.018,0.816
19.000,10.000,10.029,7.835,-0.029,-1.081
19.010,10.000,10.044,8.142,-0.044,0.307
19.020,10.000,9.988,8.899,0.012,0.757
19.030,10.000,9.990,8.328,0.010,-0.571
19.040,10.000,9.963,8.637,0.037,0.309
19.050,10.000,10.029,7.647,-0.029,-0.990
19.060,10.000,10.015,8.456,-0.015,0.809
19.070,10.000,9.957,8.953,0.043,0.496
19.080,10.000,9.967,8.262,0.033,-0.691
19.090,10.000,10.012,7.873,-0.012,-0.389
19.100,10.000,9.983,8.643,0.017,0.771
19.110,10.000,9.978,8.401,0.022,-0.243
19.120,10.000,10.000,8.113,-0.000,-0.287
19.130,10.000,9.970,8.667,0.030,0.554
19.140,10.000,10.033,7.664,-0.033,-1.003
19.150,10.000,10.021,8.431,-0.021,0.767
19.160,10.000,10.016,8.372,-0.016,-0.059
19.170,10.000,10.042,8.024,-0.042,-0.349
19.180,10.000,9.971,9.079,0.029,1.055
19.190,10.000,9.996,8.089,0.004,-0.990
19.200,10.000,10.026,7.998,-0.026,-0.091
19.210,10.000,10.005,8.541,-0.005,0.543
19.220,10.000,9.977,8.632,0.023,0.091
19.230,10.000,10.034,7.729,-0.034,-0.903
19.240,10.000,9.974,8.965,0.026,1.236
19.250,10.000,10.031,7.726,-0.031,-1.240
19.260,10.000,9.980,8.862,0.020,1.136
19.270,10.000,10.022,7.890,-0.022,-0.972
19.280,10.000,9.998,8.572,0.002,0.683
19.290,10.000,9.973,8.608,0.027,0.036
19.300,10.000,9.959,8.521,0.041,-0.087
19.310,10.000,9.982,8.118,0.018,-0.403
19.320,10.000,9.972,8.462,0.028,0.343
19.330,10.000,10.002,8.031,-0.002,-0.431
19.340,10.000,10.020,8.128,-0.020,0.098
19.350,10.000,9.984,8.716,0.016,0.587
19.360,10.000,9.979,8.400,0.021,-0.316
19.370,10.000,9.990,8.235,0.010,-0.165
19.380,10.000,9.996,8.283,0.004,0.048
19.390,10.000,9.995,8.344,0.005,0.061
19.400,10.000,9.951,8.825,0.049,0.482
19.410,10.000,10.033,7.475,-0.033,-1.350
19.420,10.000,10.021,8.431,-0.021,0.955
19.430,10.000,9.999,8.556,0.001,0.125
19.440,10.000,9.951,8.865,0.049,0.309
19.450,10.000,10.009,7.744,-0.009,-1.120
19.460,10.000,9.975,8.702,0.025,0.957
19.470,10.000,10.021,7.847,-0.021,-0.855
19.480,10.000,10.000,8.551,0.000,0.704
19.490,10.000,10.000,8.326,-0.000,-0.225
19.500,10.000,9.965,8.723,0.035,0.397
19.510,10.000,9.981,8.195,0.019,-0.528
19.520,10.000,9.960,8.583,0.040,0.388
19.530,10.000,9.997,7.965,0.003,-0.618
19.540,10.000,9.964,8.707,0.036,0.742
19.550,10.000,9.989,8.093,0.011,-0.614
19.560,10.000,9.977,8.478,0.023,0.385
19.570,10.000,9.999,8.114,0.001,-0.364
19.580,10.000,9.960,8.770,0.040,0.656
19.590,10.000,10.030,7.596,-0.030,-1.175
19.600,10.000,10.021,8.409,-0.021,0.813
19.610,10.000,9.967,8.909,0.033,0.500
19.620,10.000,9.961,8.436,0.039,-0.473
19.630,10.000,10.048,7.420,-0.048,-1.016
19.640,10.000,10.017,8.625,-0.017,1.206
19.650,10.000,10.029,8.181,-0.029,-0.444
19.660,10.000,9.979,8.857,0.021,0.676
19.670,10.000,10.050,7.574,-0.050,-1.284
19.680,10.000,9.967,9.203,0.033,1.629
19.690,10.000,10.029,7.685,-0.029,-1.518
19.700,10.000,9.993,8.705,0.007,1.020
19.710,10.000,9.972,8.573,0.028,-0.132
19.720,10.000,10.009,7.947,-0.009,-0.626
19.730,10.000,9.968,8.781,0.032,0.833
19.740,10.000,10.025,7.743,-0.025,-1.038
19.750,10.000,10.008,8.494,-0.008,0.751
19.760,10.000,10.025,8.142,-0.025,-0.352
19.770,10.000,10.047,8.066,-0.047,-0.076
19.780,10.000,9.977,9.062,0.023,0.996
19.790,10.000,9.978,8.343,0.022,-0.719
19.800,10.000,10.001,8.106,-0.001,-0.236
19.810,10.000,9.995,8.395,0.005,0.288
19.820,10.000,10.006,8.220,-0.006,-0.175
19.830,10.000,10.008,8.306,-0.008,0.086
19.840,10.000,10.039,7.981,-0.039,-0.326
19.850,10.000,10.017,8.547,-0.017,0.567
19.860,10.000,10.044,8.020,-0.044,-0.527
19.870,10.000,9.963,9.180,0.037,1.160
19.880,10.000,9.968,8.311,0.032,-0.869
19.890,10.000,9.956,8.505,0.044,0.194
19.900,10.000,10.046,7.385,-0.046,-1.120
19.910,10.000,10.036,8.402,-0.036,1.017
19.920,10.000,9.969,9.030,0.031,0.628
19.930,10.000,9.953,8.542,0.047,-0.488
19.940,10.000,10.036,7.470,-0.036,-1.072
19.950,10.000,10.039,8.269,-0.039,0.798
19.960,10.000,10.029,8.405,-0.029,0.136
19.970,10.000,9.961,9.045,0.039,0.640
19.980,10.000,10.041,7.492,-0.041,-1.553
19.990,10.000,9.948,9.322,0.052,1.830
20.000,10.000,10.043,7.340,-0.043,-1.982
20.010,10.000,9.980,8.979,0.020,1.639
20.020,10.000,9.973,8.440,0.027,-0.539
20.030,10.000,9.999,8.074,0.001,-0.366
20.040,10.000,10.002,8.304,-0.002,0.230
20.050,10.000,10.044,7.869,-0.044,-0.436
20.060,10.000,9.953,9.285,0.047,1.416
20.070,10.000,9.979,8.096,0.021,-1.189
20.080,10.000,10.043,7.649,-0.043,-0.447
20.090,10.000,9.983,8.957,0.017,1.308
20.100,10.000,10.004,8.121,-0.004,-0.836
20.110,10.000,9.991,8.473,0.009,0.352
20.120,10.000,10.031,7.901,-0.031,-0.573
20.130,10.000,9.956,9.127,0.044,1.226
20.140,10.000,10.052,7.324,-0.052,-1.803
20.150,10.000,10.017,8.668,-0.017,1.344
20.160,10.000,10.026,8.219,-0.026,-0.449
20.170,10.000,10.042,8.131,-0.042,-0.088
20.180,10.000,10.033,8.392,-0.033,0.262
20.190,10.000,10.040,8.216,-0.040,-0.177
20.200,10.000,10.044,8.252,-0.044,0.036
20.210,10.000,10.025,8.499,-0.025,0.247
20.220,10.000,10.028,8.267,-0.028,-0.232
20.230,10.000,9.965,8.996,0.035,0.730
20.240,10.000,10.031,7.651,-0.031,-1.346
20.250,10.000,10.011,8.520,-0.011,0.869
20.260,10.000,9.957,8.911,0.043,0.391
20.270,10.000,10.012,7.771,-0.012,-1.140
20.280,10.000,10.025,8.175,-0.025,0.405
20.290,10.000,10.045,8.085,-0.045,-0.090
20.300,10.000,10.007,8.710,-0.007,0.625
20.310,10.000,10.015,8.237,-0.015,-0.473
20.320,10.000,9.979,8.714,0.021,0.477
20.330,10.000,10.032,7.764,-0.032,-0.950
20.340,10.000,9.960,9.094,0.040,1.330
20.350,10.000,10.033,7.563,-0.033,-1.531
20.360,10.000,10.022,8.419,-0.022,0.856
20.370,10.000,9.967,8.924,0.033,0.504
20.380,10.000,9.959,8.446,0.041,-0.478
20.390,10.000,10.019,7.714,-0.019,-0.732
20.400,10.000,10.002,8.495,-0.002,0.781
20.410,10.000,10.010,8.249,-0.010,-0.246
20.420,10.000,9.957,8.905,0.043,0.656
20.430,10.000,9.987,8.046,0.013,-0.860
20.440,10.000,10.019,7.990,-0.019,-0.056
20.450,10.000,9.955,9.012,0.045,1.022
20.460,10.000,9.957,8.360,0.043,-0.652
20.470,10.000,9.998,7.924,0.002,-0.436
20.480,10.000,9.951,8.854,0.049,0.930
20.490,10.000,10.043,7.363,-0.043,-1.491
20.500,10.000,9.986,8.923,0.014,1.561
20.510,10.000,10.049,7.652,-0.049,-1.271
20.520,10.000,10.016,8.649,-0.016,0.997
20.530,10.000,9.968,8.836,0.032,0.187
20.540,10.000,9.968,8.364,0.032,-0.472
20.550,10.000,10.000,8.011,-0.000,-0.353
20.560,10.000,10.034,7.967,-0.034,-0.044
20.570,10.000,9.974,8.958,0.026,0.991
20.580,10.000,9.961,8.501,0.039,-0.457
20.590,10.000,10.013,7.793,-0.013,-0.708
20.600,10.000,9.974,8.758,0.026,0.965
20.610,10.000,10.022,7.822,-0.022,-0.937
20.620,10.000,9.977,8.814,0.023,0.993
20.630,10.000,10.007,8.018,-0.007,-0.796
20.640,10.000,10.003,8.373,-0.003,0.355
20.650,10.000,9.992,8.454,0.008,0.081
20.660,10.000,9.989,8.369,0.011,-0.085
20.670,10.000,9.981,8.439,0.019,0.070
20.680,10.000,10.013,7.993,-0.013,-0.446
20.690,10.000,9.997,8.499,0.003,0.506
20.700,10.000,10.048,7.771,-0.048,-0.727
20.710,10.000,9.964,9.211,0.036,1.439
20.720,10.000,9.962,8.398,0.038,-0.813
20.730,10.000,9.960,8.392,0.040,-0.006
20.740,10.000,10.006,7.868,-0.006,-0.525
20.750,10.000,10.029,8.071,-0.029,0.204
20.760,10.000,9.964,9.023,0.036,0.951
20.770,10.000,10.011,7.849,-0.011,-1.173
20.780,10.000,9.975,8.718,0.025,0.869
20.790,10.000,9.969,8.427,0.031,-0.291
20.800,10.000,10.002,8.000,-0.002,-0.427
20.810,10.000,10.015,8.187,-0.015,0.187
20.820,10.000,9.966,8.866,0.034,0.679
20.830,10.000,9.972,8.295,0.028,-0.571
20.840,10.000,10.038,7.638,-0.038,-0.657
20.850,10.000,9.982,8.913,0.018,1.275
20.860,10.000,10.021,7.924,-0.021,-0.989
20.870,10.000,10.020,8.328,-0.020,0.404
20.880,10.000,10.010,8.420,-0.010,0.092
20.890,10.000,10.029,8.111,-0.029,-0.309
20.900,10.000,9.981,8.839,0.019,0.728
20.910,10.000,10.037,7.728,-0.037,-1.111
20.920,10.000,9.999,8.720,0.001,0.992
20.930,10.000,10.011,8.199,-0.011,-0.521
20.940,10.000,9.992,8.534,0.008,0.335
20.950,10.000,9.956,8.739,0.044,0.206
20.960,10.000,9.957,8.368,0.043,-0.371
20.970,10.000,10.035,7.514,-0.035,-0.854
20.980,10.000,9.984,8.861,0.016,1.348
20.990,10.000,10.018,7.979,-0.018,-0.882
21.000,10.000,9.980,8.735,0.020,0.756
21.010,10.000,9.986,8.283,0.014,-0.452
21.020,10.000,10.036,7.804,-0.036,-0.479
21.030,10.000,9.989,8.815,0.011,1.011
21.040,10.000,9.994,8.292,0.006,-0.523
21.050,10.000,9.989,8.394,0.011,0.101
21.060,10.000,9.971,8.536,0.029,0.143
21.070,10.000,10.011,7.929,-0.011,-0.607
21.080,10.000,10.047,7.925,-0.047,-0.004
21.090,10.000,9.994,8.872,0.006,0.946
21.100,10.000,10.027,7.977,-0.027,-0.894
21.110,10.000,9.996,8.647,0.004,0.669
21.120,10.000,9.962,8.708,0.038,0.061
21.130,10.000,10.045,7.457,-0.045,-1.251
21.140,10.000,10.015,8.624,-0.015,1.166
21.150,10.000,10.047,7.964,-0.047,-0.660
21.160,10.000,9.974,9.092,0.026,1.129
21.170,10.000,9.988,8.198,0.012,-0.894
21.180,10.000,10.019,8.006,-0.019,-0.192
21.190,10.000,10.037,8.123,-0.037,0.116
21.200,10.000,9.964,9.093,0.036,0.970
21.210,10.000,9.953,8.492,0.047,-0.601
21.220,10.000,10.027,7.566,-0.027,-0.926
21.230,10.000,10.017,8.423,-0.017,0.857
21.240,10.000,10.011,8.373,-0.011,-0.050
21.250,10.000,9.966,8.818,0.034,0.445
21.260,10.000,10.026,7.712,-0.026,-1.106
21.270,10.000,10.015,8.427,-0.015,0.716
21.280,10.000,10.049,7.949,-0.049,-0.478
21.290,10.000,9.957,9.295,0.043,1.346
21.300,10.000,9.986,8.056,0.014,-1.239
21.310,10.000,9.981,8.398,0.019,0.342
21.320,10.000,9.996,8.188,0.004,-0.211
21.330,10.000,9.968,8.643,0.032,0.455
21.340,10.000,10.023,7.759,-0.023,-0.884
21.350,10.000,10.036,8.167,-0.036,0.408
21.360,10.000,10.004,8.654,-0.004,0.487
21.370,10.000,10.041,7.916,-0.041,-0.738
21.380,10.000,9.994,8.818,0.006,0.901
21.390,10.000,10.004,8.229,-0.004,-0.589
21.400,10.000,9.988,8.503,0.012,0.274
21.410,10.000,9.973,8.506,0.027,0.003
21.420,10.000,9.953,8.587,0.047,0.081
21.430,10.000,10.003,7.822,-0.003,-0.765
21.440,10.000,9.966,8.747,0.034,0.925
21.450,10.000,10.021,7.757,-0.021,-0.990
21.460,10.000,9.997,8.573,0.003,0.816
21.470,10.000,9.993,8.385,0.007,-0.188
21.480,10.000,9.957,8.742,0.043,0.357
21.490,10.000,9.970,8.225,0.030,-0.517
21.500,10.000,9.983,8.223,0.017,-0.002
21.510,10.000,9.975,8.445,0.025,0.222
21.520,10.000,9.971,8.399,0.029,-0.046
21.530,10.000,9.958,8.507,0.042,0.108
21.540,10.000,10.045,7.418,-0.045,-1.089
21.550,10.000,10.030,8.459,-0.030,1.041
21.560,10.000,9.972,8.943,0.028,0.484
21.570,10.000,10.018,7.852,-0.018,-1.091
21.580,10.000,9.998,8.536,0.002,0.684
21.590,10.000,9.974,8.607,0.026,0.071
21.600,10.000,10.029,7.758,-0.029,-0.850
21.610,10.000,10.031,8.275,-0.031,0.518
21.620,10.000,10.002,8.623,-0.002,0.348
21.630,10.000,9.972,8.668,0.028,0.045
21.640,10.000,9.953,8.568,0.047,-0.099
21.650,10.000,9.979,8.097,0.021,-0.471
21.660,10.000,9.962,8.546,0.038,0.449
21.670,10.000,10.011,7.833,-0.011,-0.713
21.680,10.000,9.968,8.797,0.032,0.964
21.690,10.000,10.010,7.909,-0.010,-0.888
21.700,10.000,9.962,8.850,0.038,0.940
21.710,10.000,10.010,7.846,-0.010,-1.004
21.720,10.000,10.030,8.102,-0.030,0.257
21.730,10.000,9.962,9.055,0.038,0.952
21.740,10.000,9.961,8.390,0.039,-0.665
21.750,10.000,10.049,7.399,-0.049,-0.991
21.760,10.000,10.030,8.498,-0.030,1.099
21.770,10.000,10.005,8.580,-0.005,0.082
21.780,10.000,9.989,8.506,0.011,-0.074
21.790,10.000,10.040,7.789,-0.040,-0.717
21.800,10.000,10.022,8.491,-0.022,0.702
21.810,10.000,10.019,8.346,-0.019,-0.145
21.820,10.000,9.961,8.956,0.039,0.610
21.830,10.000,10.046,7.439,-0.046,-1.517
21.840,10.000,10.023,8.539,-0.023,1.100
21.850,10.000,9.952,9.092,0.048,0.553
21.860,10.000,10.028,7.548,-0.028,-1.544
21.870,10.000,10.047,8.096,-0.047,0.548
21.880,10.000,10.016,8.626,-0.016,0.530
21.890,10.000,9.972,8.802,0.028,0.177
21.900,10.000,9.973,8.353,0.027,-0.449
21.910,10.000,9.997,8.098,0.003,-0.255
21.920,10.000,9.956,8.788,0.044,0.690
21.930,10.000,10.028,7.587,-0.028,-1.202
21.940,10.000,10.015,8.448,-0.015,0.862
21.950,10.000,9.956,8.974,0.044,0.526
21.960,10.000,10.053,7.305,-0.053,-1.669
21.970,10.000,10.023,8.615,-0.023,1.310
21.980,10.000,10.012,8.428,-0.012,-0.187
21.990,10.000,9.967,8.824,0.033,0.396
22.000,10.000,9.985,8.174,0.015,-0.650
22.010,10.000,10.026,7.892,-0.026,-0.282
22.020,10.000,10.022,8.351,-0.022,0.460
22.030,10.000,9.960,8.994,0.040,0.643
22.040,10.000,10.040,7.495,-0.040,-1.499
22.050,10.000,10.028,8.427,-0.028,0.932
22.060,10.000,9.955,9.110,0.045,0.683
22.070,10.000,10.022,7.643,-0.022,-1.468
