Time,Setpoint,Measurement,Output,Error
13.930,10.000,9.200,8.002,0.800
13.940,10.000,9.236,7.643,0.764
13.950,10.000,9.200,8.004,0.800
13.960,10.000,9.205,7.949,0.795
13.970,10.000,9.260,7.396,0.740
13.980,10.000,9.226,7.742,0.774
13.990,10.000,9.207,7.929,0.793
14.000,10.000,9.217,7.835,0.783
14.010,10.000,9.237,7.626,0.763
14.020,10.000,9.229,7.706,0.771
14.030,10.000,9.274,7.259,0.726
14.040,10.000,9.265,7.345,0.735
14.050,10.000,9.214,7.863,0.786
14.060,10.000,9.274,7.256,0.726
14.070,10.000,9.266,7.341,0.734
14.080,10.000,9.209,7.909,0.791
14.090,10.000,9.189,8.114,0.811
14.100,10.000,9.209,7.905,0.791
14.110,10.000,9.286,7.143,0.714
14.120,10.000,9.210,7.901,0.790
14.130,10.000,9.186,8.136,0.814
14.140,10.000,9.250,7.499,0.750
14.150,10.000,9.221,7.793,0.779
14.160,10.000,9.269,7.310,0.731
14.170,10.000,9.285,7.149,0.715
14.180,10.000,9.215,7.850,0.785
14.190,10.000,9.257,7.426,0.743
14.200,10.000,9.252,7.476,0.748
14.210,10.000,9.225,7.746,0.775
14.220,10.000,9.269,7.306,0.731
14.230,10.000,9.262,7.381,0.738
14.240,10.000,9.235,7.651,0.765
14.250,10.000,9.212,7.875,0.788
14.260,10.000,9.273,7.274,0.727
14.270,10.000,9.249,7.514,0.751
14.280,10.000,9.179,8.207,0.821
14.290,10.000,9.209,7.915,0.791
14.300,10.000,9.269,7.305,0.731
14.310,10.000,9.207,7.931,0.793
14.320,10.000,9.255,7.455,0.745
14.330,10.000,9.205,7.948,0.795
14.340,10.000,9.191,8.088,0.809
14.350,10.000,9.234,7.662,0.766
14.360,10.000,9.236,7.640,0.764
14.370,10.000,9.180,8.202,0.820
14.380,10.000,9.217,7.827,0.783
14.390,10.000,9.266,7.342,0.734
14.400,10.000,9.186,8.140,0.814
14.410,10.000,9.241,7.585,0.759
14.420,10.000,9.263,7.365,0.737
14.430,10.000,9.211,7.886,0.789
14.440,10.000,9.241,7.594,0.759
14.450,10.000,9.224,7.763,0.776
14.460,10.000,9.246,7.542,0.754
14.470,10.000,9.221,7.794,0.779
14.480,10.000,9.223,7.765,0.777
14.490,10.000,9.279,7.213,0.721
14.500,10.000,9.193,8.070,0.807
14.510,10.000,9.194,8.058,0.806
14.520,10.000,9.225,7.745,0.775
14.530,10.000,9.187,8.133,0.813
14.540,10.000,9.283,7.171,0.717
14.550,10.000,9.184,8.162,0.816
14.560,10.000,9.225,7.747,0.775
14.570,10.000,9.278,7.218,0.722
14.580,10.000,9.258,7.422,0.742
14.590,10.000,9.227,7.734,0.773
14.600,10.000,9.206,7.944,0.794
14.610,10.000,9.249,7.508,0.751
14.620,10.000,9.258,7.418,0.742
14.630,10.000,9.181,8.185,0.819
14.640,10.000,9.279,7.214,0.721
14.650,10.000,9.270,7.298,0.730
14.660,10.000,9.233,7.670,0.767
14.670,10.000,9.229,7.705,0.771
14.680,10.000,9.268,7.318,0.732
14.690,10.000,9.266,7.345,0.734
14.700,10.000,9.208,7.922,0.792
14.710,10.000,9.270,7.299,0.730
14.720,10.000,9.220,7.798,0.780
14.730,10.000,9.188,8.122,0.812
14.740,10.000,9.201,7.988,0.799
14.750,10.000,9.183,8.166,0.817
14.760,10.000,9.237,7.630,0.763
14.770,10.000,9.269,7.309,0.731
14.780,10.000,9.223,7.771,0.777
14.790,10.000,9.276,7.236,0.724
14.800,10.000,9.261,7.390,0.739
14.810,10.000,9.232,7.676,0.768
14.820,10.000,9.184,8.158,0.816
14.830,10.000,9.203,7.965,0.797
14.840,10.000,9.239,7.607,0.761
14.850,10.000,9.184,8.157,0.816
14.860,10.000,9.208,7.925,0.792
14.870,10.000,9.282,7.183,0.718
14.880,10.000,9.277,7.232,0.723
14.890,10.000,9.277,7.230,0.723
14.900,10.000,9.217,7.826,0.783
14.910,10.000,9.195,8.049,0.805
14.920,10.000,9.242,7.576,0.758
14.930,10.000,9.195,8.050,0.805
14.940,10.000,9.199,8.010,0.801
14.950,10.000,9.240,7.598,0.760
14.960,10.000,9.187,8.126,0.813
14.970,10.000,9.257,7.430,0.743
14.980,10.000,9.191,8.087,0.809
14.990,10.000,9.280,7.199,0.720
15.000,10.000,9.244,7.563,0.756
15.010,10.000,9.223,7.769,0.777
15.020,10.000,9.271,7.291,0.729
15.030,10.000,9.187,8.125,0.813
15.040,10.000,9.237,7.628,0.763
15.050,10.000,9.195,8.050,0.805
15.060,10.000,9.196,8.035,0.804
15.070,10.000,9.196,8.037,0.804
15.080,10.000,9.189,8.109,0.811
15.090,10.000,9.247,7.530,0.753
15.100,10.000,9.197,8.032,0.803
15.110,10.000,9.277,7.232,0.723
15.120,10.000,9.203,7.973,0.797
15.130,10.000,9.207,7.930,0.793
15.140,10.000,9.203,7.971,0.797
15.150,10.000,9.267,7.327,0.733
15.160,10.000,9.213,7.867,0.787
15.170,10.000,9.229,7.708,0.771
15.180,10.000,9.265,7.352,0.735
15.190,10.000,9.209,7.909,0.791
15.200,10.000,9.228,7.718,0.772
15.210,10.000,9.207,7.929,0.793
15.220,10.000,9.232,7.683,0.768
15.230,10.000,9.195,8.054,0.805
15.240,10.000,9.229,7.713,0.771
15.250,10.000,9.254,7.461,0.746
15.260,10.000,9.255,7.454,0.745
15.270,10.000,9.233,7.670,0.767
15.280,10.000,9.225,7.750,0.775
15.290,10.000,9.263,7.367,0.737
15.300,10.000,9.228,7.725,0.772
15.310,10.000,9.286,7.135,0.714
15.320,10.000,9.201,7.988,0.799
15.330,10.000,9.217,7.834,0.783
15.340,10.000,9.195,8.048,0.805
15.350,10.000,9.262,7.375,0.738
15.360,10.000,9.232,7.676,0.768
15.370,10.000,9.209,7.907,0.791
15.380,10.000,9.274,7.264,0.726
15.390,10.000,9.234,7.664,0.766
15.400,10.000,9.266,7.341,0.734
15.410,10.000,9.278,7.224,0.722
15.420,10.000,9.215,7.846,0.785
15.430,10.000,9.277,7.226,0.723
15.440,10.000,9.191,8.088,0.809
15.450,10.000,9.229,7.714,0.771
15.460,10.000,9.253,7.474,0.747
15.470,10.000,9.216,7.839,0.784
15.480,10.000,9.267,7.330,0.733
15.490,10.000,9.224,7.757,0.776
15.500,10.000,9.236,7.642,0.764
15.510,10.000,9.203,7.966,0.797
15.520,10.000,9.243,7.567,0.757
15.530,10.000,9.277,7.231,0.723
15.540,10.000,9.205,7.950,0.795
15.550,10.000,9.277,7.231,0.723
15.560,10.000,9.234,7.664,0.766
15.570,10.000,9.266,7.335,0.734
15.580,10.000,9.215,7.855,0.785
15.590,10.000,9.267,7.328,0.733
15.600,10.000,9.236,7.640,0.764
15.610,10.000,9.252,7.478,0.748
15.620,10.000,9.261,7.387,0.739
15.630,10.000,9.249,7.513,0.751
15.640,10.000,9.178,8.223,0.822
15.650,10.000,9.269,7.309,0.731
15.660,10.000,9.221,7.787,0.779
15.670,10.000,9.224,7.762,0.776
15.680,10.000,9.189,8.105,0.811
15.690,10.000,9.209,7.906,0.791
15.700,10.000,9.175,8.248,0.825
15.710,10.000,9.276,7.237,0.724
15.720,10.000,9.205,7.952,0.795
15.730,10.000,9.211,7.885,0.789
15.740,10.000,9.271,7.285,0.729
15.750,10.000,9.217,7.831,0.783
15.760,10.000,9.258,7.421,0.742
15.770,10.000,9.239,7.610,0.761
15.780,10.000,9.251,7.488,0.749
15.790,10.000,9.240,7.598,0.760
15.800,10.000,9.182,8.182,0.818
15.810,10.000,9.209,7.914,0.791
15.820,10.000,9.268,7.320,0.732
15.830,10.000,9.246,7.539,0.754
15.840,10.000,9.203,7.965,0.797
15.850,10.000,9.194,8.059,0.806
15.860,10.000,9.247,7.531,0.753
15.870,10.000,9.264,7.363,0.736
15.880,10.000,9.184,8.163,0.816
15.890,10.000,9.187,8.127,0.813
15.900,10.000,9.259,7.407,0.741
15.910,10.000,9.251,7.494,0.749
15.920,10.000,9.267,7.335,0.733
15.930,10.000,9.244,7.558,0.756
15.940,10.000,9.226,7.744,0.774
15.950,10.000,9.273,7.269,0.727
15.960,10.000,9.239,7.615,0.761
15.970,10.000,9.175,8.253,0.825
15.980,10.000,9.227,7.729,0.773
15.990,10.000,9.261,7.394,0.739
16.000,10.000,9.213,7.872,0.787
16.010,10.000,9.227,7.726,0.773
16.020,10.000,9.259,7.415,0.741
16.030,10.000,9.242,7.578,0.758
16.040,10.000,9.260,7.400,0.740
16.050,10.000,9.248,7.519,0.752
16.060,10.000,9.180,8.198,0.820
16.070,10.000,9.242,7.581,0.758
16.080,10.000,9.214,7.862,0.786
16.090,10.000,9.261,7.394,0.739
16.100,10.000,9.208,7.923,0.792
16.110,10.000,9.224,7.763,0.776
16.120,10.000,9.194,8.062,0.806
16.130,10.000,9.203,7.971,0.797
16.140,10.000,9.200,8.004,0.800
16.150,10.000,9.229,7.707,0.771
16.160,10.000,9.225,7.748,0.775
16.170,10.000,9.271,7.289,0.729
16.180,10.000,9.214,7.858,0.786
16.190,10.000,9.233,7.670,0.767
16.200,10.000,9.179,8.208,0.821
16.210,10.000,9.197,8.028,0.803
16.220,10.000,9.210,7.900,0.790
16.230,10.000,9.275,7.254,0.725
16.240,10.000,9.267,7.332,0.733
16.250,10.000,9.258,7.425,0.742
16.260,10.000,9.266,7.335,0.734
16.270,10.000,9.227,7.729,0.773
16.280,10.000,9.257,7.432,0.743
16.290,10.000,9.215,7.851,0.785
16.300,10.000,9.212,7.882,0.788
16.310,10.000,9.196,8.036,0.804
16.320,10.000,9.272,7.284,0.728
16.330,10.000,9.196,8.040,0.804
16.340,10.000,9.267,7.332,0.733
16.350,10.000,9.256,7.438,0.744
16.360,10.000,9.271,7.286,0.729
16.370,10.000,9.271,7.292,0.729
16.380,10.000,9.219,7.813,0.781
16.390,10.000,9.209,7.914,0.791
16.400,10.000,9.258,7.425,0.742
16.410,10.000,9.255,7.450,0.745
16.420,10.000,9.257,7.426,0.743
16.430,10.000,9.173,8.270,0.827
16.440,10.000,9.182,8.175,0.818
16.450,10.000,9.184,8.158,0.816
16.460,10.000,9.232,7.681,0.768
16.470,10.000,9.234,7.663,0.766
16.480,10.000,9.178,8.222,0.822
16.490,10.000,9.272,7.285,0.728
16.500,10.000,9.189,8.114,0.811
16.510,10.000,9.182,8.183,0.818
16.520,10.000,9.190,8.099,0.810
16.530,10.000,9.223,7.771,0.777
16.540,10.000,9.277,7.227,0.723
16.550,10.000,9.275,7.253,0.725
16.560,10.000,9.195,8.047,0.805
16.570,10.000,9.262,7.380,0.738
16.580,10.000,9.223,7.769,0.777
16.590,10.000,9.276,7.238,0.724
16.600,10.000,9.198,8.023,0.802
16.610,10.000,9.259,7.415,0.741
16.620,10.000,9.193,8.070,0.807
16.630,10.000,9.193,8.074,0.807
16.640,10.000,9.281,7.194,0.719
16.650,10.000,9.182,8.176,0.818
16.660,10.000,9.274,7.257,0.726
16.670,10.000,9.274,7.260,0.726
16.680,10.000,9.278,7.220,0.722
16.690,10.000,9.214,7.856,0.786
16.700,10.000,9.207,7.931,0.793
16.710,10.000,9.263,7.374,0.737
16.720,10.000,9.199,8.011,0.801
16.730,10.000,9.196,8.039,0.804
16.740,10.000,9.270,7.304,0.730
16.750,10.000,9.211,7.886,0.789
16.760,10.000,9.207,7.934,0.793
16.770,10.000,9.224,7.756,0.776
16.780,10.000,9.271,7.293,0.729
16.790,10.000,9.207,7.934,0.793
16.800,10.000,9.215,7.851,0.785
16.810,10.000,9.181,8.186,0.819
16.820,10.000,9.213,7.868,0.787
16.830,10.000,9.227,7.735,0.773
16.840,10.000,9.223,7.775,0.777
16.850,10.000,9.206,7.941,0.794
16.860,10.000,9.220,7.801,0.780
16.870,10.000,9.240,7.605,0.760
16.880,10.000,9.286,7.135,0.714
16.890,10.000,9.259,7.414,0.741
16.900,10.000,9.229,7.715,0.771
16.910,10.000,9.200,7.996,0.800
16.920,10.000,9.237,7.635,0.763
16.930,10.000,9.244,7.561,0.756
16.940,10.000,9.212,7.878,0.788
16.950,10.000,9.233,7.667,0.767
16.960,10.000,9.246,7.542,0.754
16.970,10.000,9.203,7.971,0.797
16.980,10.000,9.227,7.732,0.773
16.990,10.000,9.246,7.536,0.754
17.000,10.000,9.243,7.574,0.757
17.010,10.000,9.256,7.444,0.744
17.020,10.000,9.228,7.723,0.772
17.030,10.000,9.263,7.367,0.737
17.040,10.000,9.270,7.296,0.730
17.050,10.000,9.213,7.871,0.787
17.060,10.000,9.194,8.064,0.806
17.070,10.000,9.199,8.011,0.801
17.080,10.000,9.262,7.380,0.738
17.090,10.000,9.186,8.143,0.814
17.100,10.000,9.230,7.703,0.770
17.110,10.000,9.198,8.021,0.802
17.120,10.000,9.191,8.091,0.809
17.130,10.000,9.263,7.365,0.737
17.140,10.000,9.242,7.582,0.758
17.150,10.000,9.228,7.720,0.772
17.160,10.000,9.281,7.187,0.719
17.170,10.000,9.271,7.289,0.729
17.180,10.000,9.274,7.256,0.726
17.190,10.000,9.273,7.275,0.727
17.200,10.000,9.238,7.616,0.762
17.210,10.000,9.215,7.847,0.785
17.220,10.000,9.189,8.113,0.811
17.230,10.000,9.194,8.061,0.806
17.240,10.000,9.181,8.186,0.819
17.250,10.000,9.226,7.742,0.774
17.260,10.000,9.249,7.512,0.751
17.270,10.000,9.246,7.545,0.754
17.280,10.000,9.244,7.559,0.756
17.290,10.000,9.188,8.117,0.812
17.300,10.000,9.208,7.920,0.792
17.310,10.000,9.206,7.940,0.794
17.320,10.000,9.266,7.338,0.734
17.330,10.000,9.255,7.452,0.745
17.340,10.000,9.185,8.146,0.815
17.350,10.000,9.256,7.441,0.744
17.360,10.000,9.190,8.099,0.810
17.370,10.000,9.204,7.959,0.796
17.380,10.000,9.276,7.235,0.724
17.390,10.000,9.271,7.293,0.729
17.400,10.000,9.205,7.946,0.795
17.410,10.000,9.219,7.809,0.781
17.420,10.000,9.185,8.152,0.815
17.430,10.000,9.216,7.843,0.784
17.440,10.000,9.199,8.010,0.801
17.450,10.000,9.246,7.537,0.754
17.460,10.000,9.260,7.397,0.740
17.470,10.000,9.194,8.060,0.806
17.480,10.000,9.234,7.655,0.766
17.490,10.000,9.255,7.450,0.745
17.500,10.000,9.190,8.103,0.810
17.510,10.000,9.199,8.012,0.801
17.520,10.000,9.199,8.012,0.801
17.530,10.000,9.209,7.907,0.791
17.540,10.000,9.220,7.802,0.780
17.550,10.000,9.204,7.962,0.796
17.560,10.000,9.256,7.445,0.744
17.570,10.000,9.286,7.142,0.714
17.580,10.000,9.264,7.363,0.736
17.590,10.000,9.211,7.887,0.789
17.600,10.000,9.289,7.107,0.711
17.610,10.000,9.284,7.158,0.716
17.620,10.000,9.227,7.727,0.773
17.630,10.000,9.263,7.370,0.737
17.640,10.000,9.250,7.498,0.750
17.650,10.000,9.227,7.725,0.773
17.660,10.000,9.231,7.690,0.769
17.670,10.000,9.256,7.442,0.744
17.680,10.000,9.244,7.557,0.756
17.690,10.000,9.218,7.823,0.782
17.700,10.000,9.240,7.597,0.760
17.710,10.000,9.267,7.331,0.733
17.720,10.000,9.251,7.490,0.749
17.730,10.000,9.237,7.633,0.763
17.740,10.000,9.192,8.083,0.808
17.750,10.000,9.263,7.373,0.737
17.760,10.000,9.193,8.069,0.807
17.770,10.000,9.266,7.343,0.734
17.780,10.000,9.268,7.322,0.732
17.790,10.000,9.236,7.638,0.764
17.800,10.000,9.227,7.730,0.773
17.810,10.000,9.268,7.323,0.732
17.820,10.000,9.243,7.573,0.757
17.830,10.000,9.231,7.687,0.769
17.840,10.000,9.180,8.196,0.820
17.850,10.000,9.270,7.300,0.730
17.860,10.000,9.240,7.597,0.760
17.870,10.000,9.239,7.610,0.761
17.880,10.000,9.257,7.430,0.743
17.890,10.000,9.209,7.907,0.791
17.900,10.000,9.260,7.404,0.740
17.910,10.000,9.253,7.468,0.747
17.920,10.000,9.204,7.959,0.796
17.930,10.000,9.201,7.989,0.799
17.940,10.000,9.234,7.663,0.766
17.950,10.000,9.175,8.250,0.825
17.960,10.000,9.252,7.479,0.748
17.970,10.000,9.185,8.150,0.815
17.980,10.000,9.254,7.459,0.746
17.990,10.000,9.216,7.836,0.784
18.000,10.000,9.226,7.744,0.774
18.010,10.000,9.214,7.859,0.786
18.020,10.000,9.206,7.940,0.794
18.030,10.000,9.202,7.980,0.798
18.040,10.000,9.279,7.212,0.721
18.050,10.000,9.222,7.779,0.778
18.060,10.000,9.186,8.141,0.814
18.070,10.000,9.196,8.041,0.804
18.080,10.000,9.214,7.855,0.786
18.090,10.000,9.283,7.171,0.717
18.100,10.000,9.258,7.424,0.742
18.110,10.000,9.264,7.364,0.736
18.120,10.000,9.270,7.305,0.730
18.130,10.000,9.222,7.777,0.778
18.140,10.000,9.220,7.803,0.780
18.150,10.000,9.177,8.226,0.823
18.160,10.000,9.222,7.778,0.778
18.170,10.000,9.192,8.078,0.808
18.180,10.000,9.251,7.493,0.749
18.190,10.000,9.210,7.904,0.790
18.200,10.000,9.234,7.658,0.766
18.210,10.000,9.239,7.609,0.761
18.220,10.000,9.194,8.061,0.806
18.230,10.000,9.272,7.283,0.728
18.240,10.000,9.270,7.303,0.730
18.250,10.000,9.253,7.466,0.747
18.260,10.000,9.269,7.309,0.731
18.270,10.000,9.241,7.591,0.759
18.280,10.000,9.261,7.394,0.739
18.290,10.000,9.242,7.578,0.758
18.300,10.000,9.179,8.206,0.821
18.310,10.000,9.211,7.890,0.789
18.320,10.000,9.184,8.163,0.816
18.330,10.000,9.215,7.847,0.785
18.340,10.000,9.239,7.607,0.761
18.350,10.000,9.185,8.148,0.815
18.360,10.000,9.263,7.371,0.737
18.370,10.000,9.247,7.527,0.753
18.380,10.000,9.200,7.999,0.800
18.390,10.000,9.193,8.067,0.807
18.400,10.000,9.249,7.506,0.751
18.410,10.000,9.280,7.201,0.720
18.420,10.000,9.276,7.240,0.724
18.430,10.000,9.235,7.651,0.765
18.440,10.000,9.221,7.786,0.779
18.450,10.000,9.218,7.821,0.782
18.460,10.000,9.237,7.627,0.763
18.470,10.000,9.265,7.347,0.735
18.480,10.000,9.229,7.714,0.771
18.490,10.000,9.204,7.965,0.796
18.500,10.000,9.194,8.064,0.806
18.510,10.000,9.185,8.155,0.815
18.520,10.000,9.267,7.327,0.733
18.530,10.000,9.209,7.912,0.791
18.540,10.000,9.274,7.256,0.726
18.550,10.000,9.252,7.479,0.748
18.560,10.000,9.181,8.193,0.819
18.570,10.000,9.265,7.350,0.735
18.580,10.000,9.217,7.825,0.783
18.590,10.000,9.268,7.316,0.732
18.600,10.000,9.231,7.693,0.769
18.610,10.000,9.223,7.769,0.777
18.620,10.000,9.202,7.978,0.798
18.630,10.000,9.240,7.600,0.760
18.640,10.000,9.261,7.395,0.739
18.650,10.000,9.260,7.395,0.740
18.660,10.000,9.241,7.588,0.759
18.670,10.000,9.237,7.634,0.763
18.680,10.000,9.224,7.756,0.776
18.690,10.000,9.261,7.390,0.739
18.700,10.000,9.247,7.533,0.753
18.710,10.000,9.188,8.124,0.812
18.720,10.000,9.258,7.419,0.742
18.730,10.000,9.243,7.570,0.757
18.740,10.000,9.246,7.542,0.754
18.750,10.000,9.200,8.004,0.800
18.760,10.000,9.184,8.161,0.816
18.770,10.000,9.209,7.912,0.791
18.780,10.000,9.193,8.068,0.807
18.790,10.000,9.243,7.568,0.757
18.800,10.000,9.239,7.607,0.761
18.810,10.000,9.210,7.897,0.790
18.820,10.000,9.248,7.521,0.752
18.830,10.000,9.224,7.763,0.776
18.840,10.000,9.239,7.606,0.761
18.850,10.000,9.239,7.605,0.761
18.860,10.000,9.196,8.039,0.804
18.870,10.000,9.243,7.567,0.757
18.880,10.000,9.224,7.756,0.776
18.890,10.000,9.237,7.634,0.763
18.900,10.000,9.231,7.686,0.769
18.910,10.000,9.278,7.222,0.722
18.920,10.000,9.179,8.209,0.821
18.930,10.000,9.256,7.439,0.744
18.940,10.000,9.237,7.629,0.763
18.950,10.000,9.262,7.381,0.738
18.960,10.000,9.236,7.644,0.764
18.970,10.000,9.200,7.997,0.800
18.980,10.000,9.223,7.766,0.777
18.990,10.000,9.187,8.126,0.813
19.000,10.000,9.191,8.087,0.809
19.010,10.000,9.202,7.977,0.798
19.020,10.000,9.209,7.905,0.791
19.030,10.000,9.280,7.201,0.720
19.040,10.000,9.272,7.280,0.728
19.050,10.000,9.278,7.215,0.722
19.060,10.000,9.199,8.006,0.801
19.070,10.000,9.279,7.212,0.721
19.080,10.000,9.207,7.931,0.793
19.090,10.000,9.215,7.848,0.785
19.100,10.000,9.241,7.586,0.759
19.110,10.000,9.269,7.314,0.731
19.120,10.000,9.245,7.553,0.755
19.130,10.000,9.205,7.946,0.795
19.140,10.000,9.212,7.883,0.788
19.150,10.000,9.206,7.935,0.794
19.160,10.000,9.270,7.299,0.730
19.170,10.000,9.230,7.704,0.770
19.180,10.000,9.268,7.316,0.732
19.190,10.000,9.210,7.898,0.790
19.200,10.000,9.185,8.149,0.815
19.210,10.000,9.222,7.782,0.778
19.220,10.000,9.213,7.872,0.787
19.230,10.000,9.192,8.084,0.808
19.240,10.000,9.202,7.983,0.798
19.250,10.000,9.276,7.236,0.724
19.260,10.000,9.277,7.234,0.723
19.270,10.000,9.257,7.429,0.743
19.280,10.000,9.194,8.065,0.806
19.290,10.000,9.220,7.801,0.780
19.300,10.000,9.267,7.325,0.733
19.310,10.000,9.204,7.955,0.796
19.320,10.000,9.239,7.612,0.761
19.330,10.000,9.191,8.092,0.809
19.340,10.000,9.202,7.985,0.798
19.350,10.000,9.231,7.689,0.769
19.360,10.000,9.192,8.075,0.808
19.370,10.000,9.227,7.731,0.773
19.380,10.000,9.232,7.676,0.768
19.390,10.000,9.225,7.753,0.775
19.400,10.000,9.264,7.359,0.736
19.410,10.000,9.193,8.075,0.807
19.420,10.000,9.215,7.849,0.785
19.430,10.000,9.233,7.666,0.767
19.440,10.000,9.225,7.748,0.775
19.450,10.000,9.251,7.495,0.749
19.460,10.000,9.260,7.397,0.740
19.470,10.000,9.213,7.873,0.787
19.480,10.000,9.201,7.994,0.799
19.490,10.000,9.252,7.478,0.748
19.500,10.000,9.249,7.510,0.751
19.510,10.000,9.208,7.916,0.792
19.520,10.000,9.193,8.066,0.807
19.530,10.000,9.284,7.158,0.716
19.540,10.000,9.219,7.808,0.781
19.550,10.000,9.211,7.886,0.789
19.560,10.000,9.274,7.259,0.726
19.570,10.000,9.213,7.874,0.787
19.580,10.000,9.188,8.115,0.812
19.590,10.000,9.191,8.095,0.809
19.600,10.000,9.258,7.418,0.742
19.610,10.000,9.278,7.217,0.722
19.620,10.000,9.214,7.859,0.786
19.630,10.000,9.213,7.869,0.787
19.640,10.000,9.188,8.117,0.812
19.650,10.000,9.238,7.621,0.762
19.660,10.000,9.263,7.367,0.737
19.670,10.000,9.197,8.031,0.803
19.680,10.000,9.278,7.219,0.722
19.690,10.000,9.206,7.937,0.794
19.700,10.000,9.236,7.642,0.764
19.710,10.000,9.254,7.463,0.746
19.720,10.000,9.214,7.861,0.786
19.730,10.000,9.263,7.368,0.737
19.740,10.000,9.197,8.031,0.803
19.750,10.000,9.252,7.475,0.748
19.760,10.000,9.225,7.755,0.775
19.770,10.000,9.272,7.285,0.728
19.780,10.000,9.277,7.232,0.723
19.790,10.000,9.234,7.658,0.766
19.800,10.000,9.230,7.695,0.770
19.810,10.000,9.236,7.636,0.764
19.820,10.000,9.257,7.432,0.743
19.830,10.000,9.235,7.646,0.765
19.840,10.000,9.230,7.704,0.770
19.850,10.000,9.189,8.113,0.811
19.860,10.000,9.263,7.372,0.737
19.870,10.000,9.217,7.830,0.783
19.880,10.000,9.218,7.820,0.782
19.890,10.000,9.265,7.348,0.735
19.900,10.000,9.219,7.813,0.781
19.910,10.000,9.185,8.151,0.815
19.920,10.000,9.256,7.442,0.744
19.930,10.000,9.249,7.514,0.751
19.940,10.000,9.211,7.890,0.789
19.950,10.000,9.255,7.454,0.745
19.960,10.000,9.195,8.054,0.805
19.970,10.000,9.186,8.139,0.814
19.980,10.000,9.267,7.333,0.733
19.990,10.000,9.185,8.149,0.815
20.000,10.000,9.208,7.917,0.792
20.010,10.000,9.216,7.843,0.784
20.020,10.000,9.255,7.446,0.745
20.030,10.000,9.236,7.640,0.764
20.040,10.000,9.190,8.100,0.810
20.050,10.000,9.267,7.332,0.733
20.060,10.000,9.200,7.996,0.800
20.070,10.000,9.230,7.701,0.770
20.080,10.000,9.251,7.490,0.749
20.090,10.000,9.193,8.068,0.807
20.100,10.000,9.283,7.166,0.717
20.110,10.000,9.198,8.023,0.802
20.120,10.000,9.249,7.509,0.751
20.130,10.000,9.257,7.434,0.743
20.140,10.000,9.253,7.473,0.747
20.150,10.000,9.195,8.047,0.805
20.160,10.000,9.265,7.349,0.735
20.170,10.000,9.232,7.677,0.768
20.180,10.000,9.232,7.678,0.768
20.190,10.000,9.200,8.000,0.800
20.200,10.000,9.217,7.825,0.783
20.210,10.000,9.274,7.261,0.726
20.220,10.000,9.205,7.954,0.795
20.230,10.000,9.190,8.100,0.810
20.240,10.000,9.242,7.576,0.758
20.250,10.000,9.238,7.616,0.762
20.260,10.000,9.264,7.359,0.736
20.270,10.000,9.254,7.465,0.746
20.280,10.000,9.238,7.618,0.762
20.290,10.000,9.242,7.581,0.758
20.300,10.000,9.253,7.467,0.747
20.310,10.000,9.258,7.415,0.742
20.320,10.000,9.267,7.330,0.733
20.330,10.000,9.216,7.843,0.784
20.340,10.000,9.205,7.947,0.795
20.350,10.000,9.271,7.287,0.729
20.360,10.000,9.194,8.058,0.806
20.370,10.000,9.221,7.792,0.779
20.380,10.000,9.214,7.864,0.786
20.390,10.000,9.261,7.389,0.739
20.400,10.000,9.227,7.729,0.773
20.410,10.000,9.208,7.925,0.792
20.420,10.000,9.273,7.271,0.727
20.430,10.000,9.188,8.124,0.812
20.440,10.000,9.279,7.209,0.721
20.450,10.000,9.238,7.622,0.762
20.460,10.000,9.199,8.014,0.801
20.470,10.000,9.257,7.429,0.743
20.480,10.000,9.186,8.136,0.814
20.490,10.000,9.250,7.496,0.750
20.500,10.000,9.274,7.265,0.726
20.510,10.000,9.217,7.825,0.783
20.520,10.000,9.235,7.647,0.765
20.530,10.000,9.193,8.073,0.807
20.540,10.000,9.225,7.747,0.775
20.550,10.000,9.193,8.073,0.807
20.560,10.000,9.249,7.507,0.751
20.570,10.000,9.205,7.953,0.795
20.580,10.000,9.265,7.353,0.735
20.590,10.000,9.203,7.969,0.797
20.600,10.000,9.265,7.345,0.735
20.610,10.000,9.234,7.661,0.766
20.620,10.000,9.181,8.193,0.819
20.630,10.000,9.255,7.455,0.745
20.640,10.000,9.274,7.256,0.726
20.650,10.000,9.207,7.925,0.793
20.660,10.000,9.244,7.558,0.756
20.670,10.000,9.190,8.099,0.810
20.680,10.000,9.253,7.474,0.747
20.690,10.000,9.279,7.212,0.721
20.700,10.000,9.269,7.310,0.731
20.710,10.000,9.195,8.053,0.805
20.720,10.000,9.205,7.954,0.795
20.730,10.000,9.263,7.368,0.737
20.740,10.000,9.206,7.936,0.794
20.750,10.000,9.205,7.955,0.795
20.760,10.000,9.225,7.753,0.775
20.770,10.000,9.231,7.685,0.769
20.780,10.000,9.185,8.154,0.815
20.790,10.000,9.237,7.632,0.763
20.800,10.000,9.204,7.958,0.796
20.810,10.000,9.283,7.168,0.717
20.820,10.000,9.276,7.240,0.724
20.830,10.000,9.258,7.420,0.742
20.840,10.000,9.191,8.085,0.809
20.850,10.000,9.220,7.799,0.780
20.860,10.000,9.273,7.275,0.727
20.870,10.000,9.259,7.405,0.741
20.880,10.000,9.241,7.595,0.759
20.890,10.000,9.250,7.498,0.750
20.900,10.000,9.179,8.210,0.821
20.910,10.000,9.226,7.745,0.774
